Event;Timestamp;Framecount;SessionID;Email;BCIState;BCIConfidence;InputNumber;InputWindow;InputWindowOrder;InterTrialTimer;InputWindowTimer;GameState;CurrentFabAlarm;AccInputTrialsLeft;AccInputRate;FabInputTrialsLeft;FabInputRate;RejInputTrialsLeft;RejInputRate;AssistSuccessTrialsLeft;AssistSuccessRate;AssistFailTrialsLeft;AssistFailRate;ExplicitShamTrialsLeft;ExplicitShamRate;TrialResult;TrialGoal
MotorImagery;2021-01-26 09:15:33.3837;14267;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7070;68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:15:33.4845;14276;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6623;68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:15:34.7913;14370;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7147;69;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:15:35.4778;14419;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6267;69;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:15:38.6362;14642;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7620;70;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:15:38.8975;14660;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6567;70;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:15:40.0282;14740;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7682;71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:15:41.3108;14834;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6923;71;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:15:41.5551;14852;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7426;72;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:15:43.1663;14965;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Open;15;-17.9468;0.0000;Running;1.5245;5;0.3000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-26 09:15:44.3469;15051;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6754;72;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:15:44.3777;15052;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7093;73;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:15:44.4910;15060;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6931;73;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:15:44.5099;15061;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7122;74;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:15:44.6231;15068;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6555;74;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:15:45.1228;15103;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7300;75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:15:46.5247;15205;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6879;75;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:15:46.8059;15228;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7217;76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:15:47.1680;15253;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;15;-17.9285;0.0000;Running;1.5245;5;0.3000;0;0.0000;0;0.4500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:15:47.1700;15253;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;15;-17.9285;0.0000;Running;1.5245;5;0.3000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;RejInput;RejInput
Rest;2021-01-26 09:15:47.8357;15304;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6962;76;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:15:53.9443;15745;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7020;77;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:15:54.0799;15755;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6498;77;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:15:57.5070;15989;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Open;16;-17.9285;0.0000;Running;2.9553;5;0.3000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
MotorImagery;2021-01-26 09:15:58.1588;16037;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7420;78;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:15:58.1608;16037;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;16;-21.2522;0.0000;Running;2.9553;5;0.3000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:15:58.1678;16037;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;16;-21.2522;0.0000;Running;2.9553;4;0.3500;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:15:58.9445;16092;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6641;78;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:16:04.9186;16515;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7249;79;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:16:05.3132;16542;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6944;79;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:16:07.1090;16667;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7093;80;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:16:07.4890;16694;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6984;80;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:16:07.5060;16695;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7200;81;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:16:07.6087;16702;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6575;81;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:16:08.7491;16781;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7149;82;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:16:08.8559;16789;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Open;17;-21.2522;0.0000;Running;1.2019;4;0.3500;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-26 09:16:08.9217;16795;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6920;82;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:16:09.0234;16802;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7010;83;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:16:09.0234;16802;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;17;-25.0718;0.0000;Running;1.2019;4;0.3500;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:16:09.0244;16802;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;17;-25.0718;0.0000;Running;1.2019;3;0.4000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:16:09.1441;16811;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6901;83;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:16:19.3556;17534;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7021;84;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:16:19.9209;17575;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6796;84;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:16:20.0565;17584;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Open;18;-25.0718;0.0000;Running;1.1980;3;0.4000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
InputWindowChange;2021-01-26 09:16:24.0462;17867;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;18;-25.0699;0.0000;Running;1.1980;3;0.4000;0;0.0000;0;0.5000;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:16:24.0492;17867;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;18;-25.0699;0.0000;Running;1.1980;3;0.4000;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;RejInput;AccInput
MotorImagery;2021-01-26 09:16:24.3557;17889;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7561;85;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:16:25.2434;17951;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6789;85;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:16:33.4223;18539;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7391;86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:16:33.5519;18547;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6915;86;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:16:33.6652;18555;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7263;87;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Rest;2021-01-26 09:16:33.8068;18565;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6770;87;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:16:34.4756;18613;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7125;88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:16:35.2457;18665;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Open;19;-25.0699;0.0000;Running;2.6352;3;0.4000;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
Rest;2021-01-26 09:16:37.0094;18790;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6731;88;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorImagery;2021-01-26 09:16:37.1361;18798;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.7169;89;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
InputWindowChange;2021-01-26 09:16:37.1401;18798;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;19;-27.1516;0.0000;Running;2.6352;3;0.4000;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
GameDecision;2021-01-26 09:16:37.1411;18798;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;19;-27.1516;0.0000;Running;2.6352;2;0.4500;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;AccInput;AccInput
Rest;2021-01-26 09:16:37.3746;18815;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;ReceivingData;0.6773;89;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
GameStopped;2021-01-26 09:16:43.8349;19281;1dfb3b79560eaefd9cba4bbe1845a517;anonymous;NULL;NULL;NULL;Closed;20;0.0000;0.0000;Stopped;2.6352;2;0.4500;0;0.0000;0;0.5500;0;0.0000;0;0.0000;0;0.0000;NA;NULL
